date,sessions,website_visitors,active_customers,orders,units_sold,gross_revenue,net_revenue,conversion_rate,average_order_value,lost_sales_units,expected_refund_rate,expected_checkout_failure_rate,day_of_week,month,quarter,is_weekend,incident_flag,incident_type
2025-08-01,15857,15857,8892,680,1161,55866.05,54246.61,0.0435,82.16,0,0.0342,0.0179,4,8,3,False,False,normal
2025-08-02,17670,17670,10513,710,1106,65962.37,62403.71,0.0416,92.9,0,0.0334,0.0165,5,8,3,True,False,normal
2025-08-03,15738,15738,10081,686,1202,56843.19,55559.34,0.045,82.86,0,0.0353,0.0171,6,8,3,True,False,normal
2025-08-04,12525,12525,7166,551,913,46815.83,46020.66,0.0458,84.97,0,0.0325,0.0241,0,8,3,False,False,normal
2025-08-05,12745,12745,7668,558,846,44882.08,44340.18,0.0445,80.43,0,0.0327,0.0128,1,8,3,False,False,normal
2025-08-06,14173,14173,8518,625,1224,56613.27,54823.43,0.0422,90.58,0,0.0366,0.0195,2,8,3,False,False,normal
2025-08-07,15581,15581,10365,555,935,50314.66,49121.59,0.0367,90.66,0,0.0357,0.013,3,8,3,False,False,normal
2025-08-08,16004,16004,10210,739,1148,66557.45,65736.21,0.0453,90.06,0,0.0435,0.0177,4,8,3,False,False,normal
2025-08-09,17718,17718,10596,842,1564,74901.3,71861.83,0.0467,88.96,0,0.0368,0.0167,5,8,3,True,False,normal
2025-08-10,16045,16045,10358,676,1124,58409.6,55102.91,0.0449,86.4,0,0.0396,0.0117,6,8,3,True,False,normal
2025-08-11,12647,12647,7513,475,893,39480.07,36810.08,0.0404,83.12,0,0.0307,0.0192,0,8,3,False,False,normal
2025-08-12,12814,12814,8180,518,861,42226.15,37874.02,0.0411,81.52,55,0.041,0.0169,1,8,3,False,True,inventory_shortage
2025-08-13,14202,14202,8275,614,1035,57160.01,49423.54,0.0417,93.09,92,0.036,0.0117,2,8,3,False,True,inventory_shortage
2025-08-14,15529,15529,10037,697,1249,62873.88,52797.11,0.0438,90.21,76,0.0405,0.0205,3,8,3,False,True,inventory_shortage
2025-08-15,15933,15933,9881,583,1062,47914.92,41069.6,0.0365,82.19,46,0.0417,0.0223,4,8,3,False,True,inventory_shortage
2025-08-16,17576,17576,10327,669,1232,57680.56,50212.44,0.0384,86.22,51,0.0391,0.0225,5,8,3,True,True,inventory_shortage
2025-08-17,15827,15827,9750,590,1026,49766.13,43521.87,0.0413,84.35,88,0.0485,0.0191,6,8,3,True,True,inventory_shortage
2025-08-18,12628,12628,7988,510,925,40695.37,33504.76,0.0393,79.79,59,0.0446,0.0181,0,8,3,False,True,inventory_shortage
2025-08-19,13303,13303,8123,549,1010,47750.42,43986.01,0.0396,86.98,0,0.0397,0.022,1,8,3,False,False,normal
2025-08-20,14484,14484,9164,660,1171,55251.76,55208.18,0.0442,83.71,0,0.0381,0.023,2,8,3,False,False,normal
2025-08-21,15785,15785,9633,725,1256,58551.76,56386.21,0.0447,80.76,0,0.0421,0.0214,3,8,3,False,False,normal
2025-08-22,16205,16205,10386,654,1031,50923.56,49865.63,0.0433,77.86,0,0.0293,0.0152,4,8,3,False,False,normal
2025-08-23,17787,17787,11304,733,1335,56733.53,54242.04,0.0437,77.4,0,0.0405,0.0186,5,8,3,True,False,normal
2025-08-24,15995,15995,9825,659,1157,55327.77,54053.16,0.0422,83.96,0,0.031,0.0193,6,8,3,True,False,normal
2025-08-25,12800,12800,7819,632,1075,54056.21,50847.77,0.0474,85.53,0,0.0327,0.0126,0,8,3,False,False,normal
2025-08-26,13144,13144,8167,505,961,40998.85,38672.95,0.0403,81.19,0,0.0372,0.0194,1,8,3,False,False,normal
2025-08-27,14737,14737,9232,587,927,52582.91,50583.03,0.0412,89.58,0,0.0399,0.0248,2,8,3,False,False,normal
2025-08-28,15830,15830,10403,659,1283,56436.43,52564.22,0.043,85.64,0,0.0304,0.0199,3,8,3,False,False,normal
2025-08-29,16159,16159,10278,679,1186,60548.38,58265.93,0.0456,89.17,0,0.0329,0.0224,4,8,3,False,False,normal
2025-08-30,18286,18286,11876,691,1236,58730.85,56306.4,0.0385,84.99,0,0.0354,0.0185,5,8,3,True,False,normal
2025-08-31,16463,16463,11481,635,1081,51860.99,49796.96,0.0391,81.67,0,0.0343,0.0178,6,8,3,True,False,normal
2025-09-01,12524,12524,7834,435,674,37683.03,35711.86,0.0369,86.63,0,0.0384,0.0191,0,9,3,False,False,normal
2025-09-02,12911,12911,8085,485,841,38341.82,35526.8,0.0431,79.06,0,0.0487,0.0156,1,9,3,False,False,normal
2025-09-03,14124,14124,8973,556,995,49465.6,45920.41,0.0396,88.97,0,0.0367,0.0151,2,9,3,False,False,normal
2025-09-04,15456,15456,9073,668,1223,54004.91,52411.07,0.0418,80.85,0,0.0321,0.0218,3,9,3,False,False,normal
2025-09-05,15919,15919,9844,693,1196,63097.84,60931.53,0.045,91.05,0,0.0298,0.0221,4,9,3,False,False,normal
2025-09-06,17858,17858,10808,715,1063,60159.02,56825.21,0.0411,84.14,0,0.0337,0.015,5,9,3,True,False,normal
2025-09-07,16004,16004,10201,719,1125,66035.79,64032.3,0.0437,91.84,0,0.0312,0.0209,6,9,3,True,False,normal
2025-09-08,12540,12540,7649,499,996,39832.96,38084.11,0.0421,79.83,0,0.0369,0.0177,0,9,3,False,False,normal
2025-09-09,12725,12725,7881,532,861,43768.85,41719.83,0.045,82.27,0,0.0368,0.019,1,9,3,False,False,normal
2025-09-10,14290,14290,9196,566,1087,49861.85,46160.01,0.0444,88.1,0,0.0331,0.0194,2,9,3,False,False,normal
2025-09-11,15760,15760,10275,606,993,56017.27,54260.52,0.0409,92.44,0,0.0429,0.021,3,9,3,False,False,normal
2025-09-12,15867,15867,9762,664,1147,63190.46,59993.28,0.0425,95.17,0,0.0321,0.0182,4,9,3,False,False,normal
2025-09-13,18044,18044,10882,802,1464,69154.47,66827.2,0.0461,86.23,0,0.0345,0.0222,5,9,3,True,False,normal
2025-09-14,16192,16192,10546,734,1212,70542.98,67125.77,0.0442,96.11,0,0.0376,0.0189,6,9,3,True,False,normal
2025-09-15,12777,12777,8125,420,815,35450.87,33367.6,0.0364,84.41,0,0.0446,0.0199,0,9,3,False,True,shipping_disruption
2025-09-16,12989,12989,7552,567,997,52188.51,50679.48,0.0426,92.04,0,0.0461,0.0155,1,9,3,False,True,shipping_disruption
2025-09-17,14341,14341,8878,504,910,40732.27,39343.51,0.0373,80.82,0,0.0427,0.0245,2,9,3,False,True,shipping_disruption
2025-09-18,15759,15759,9812,711,1221,62789.19,60787.09,0.0448,88.31,0,0.0452,0.0194,3,9,3,False,True,shipping_disruption
2025-09-19,16268,16268,10720,659,1205,48186.53,46470.8,0.0437,73.12,0,0.0383,0.0201,4,9,3,False,True,shipping_disruption
2025-09-20,18242,18242,11598,798,1548,63705.34,61618.04,0.0439,79.83,0,0.0387,0.0132,5,9,3,True,False,normal
2025-09-21,16410,16410,10208,693,1202,61376.74,57314.35,0.0435,88.57,0,0.0386,0.0155,6,9,3,True,False,normal
2025-09-22,12849,12849,8095,535,1047,42148.15,40116.25,0.0424,78.78,0,0.0411,0.0217,0,9,3,False,False,normal
2025-09-23,13032,13032,7868,546,915,48238.13,46658.06,0.045,88.35,0,0.0283,0.0189,1,9,3,False,False,normal
2025-09-24,14787,14787,8961,588,1083,53499.49,52983.62,0.0419,90.99,0,0.0314,0.0123,2,9,3,False,False,normal
2025-09-25,15836,15836,9636,706,1277,58769.37,56038.03,0.0437,83.24,0,0.0383,0.0211,3,9,3,False,False,normal
2025-09-26,16199,16199,10090,692,1122,55824.17,54713.98,0.0456,80.67,0,0.0244,0.0164,4,9,3,False,False,normal
2025-09-27,18408,18408,11313,751,1334,62627.37,60526.63,0.0413,83.39,0,0.037,0.0222,5,9,3,True,False,normal
2025-09-28,16310,16310,9280,651,1140,52527.91,51566.55,0.0412,80.69,0,0.0392,0.0177,6,9,3,True,False,normal
2025-09-29,13014,13014,7813,555,914,47421.05,45743.58,0.0394,85.44,0,0.0327,0.0186,0,9,3,False,False,normal
2025-09-30,13293,13293,8269,536,961,46396.96,45639.31,0.0398,86.56,0,0.0333,0.0215,1,9,3,False,False,normal
2025-10-01,14710,14710,8878,513,907,43254.59,40306.91,0.0375,84.32,0,0.0307,0.0153,2,10,4,False,False,normal
2025-10-02,16064,16064,9820,704,1226,67027.12,63287.68,0.0452,95.21,0,0.0329,0.015,3,10,4,False,False,normal
2025-10-03,16346,16346,10332,765,1332,62763.11,58520.88,0.0484,82.04,0,0.033,0.0174,4,10,4,False,False,normal
2025-10-04,18108,18108,10825,823,1431,77076.32,75335.86,0.0473,93.65,0,0.0323,0.0205,5,10,4,True,False,normal
2025-10-05,16234,16234,9392,576,983,46237.35,45395.46,0.0381,80.27,0,0.032,0.014,6,10,4,True,False,normal
2025-10-06,12979,12979,7924,589,1041,50889.76,50015.77,0.0452,86.4,0,0.0339,0.013,0,10,4,False,False,normal
2025-10-07,13091,13091,8340,588,984,54394.16,51908.47,0.0473,92.51,0,0.0339,0.0205,1,10,4,False,False,normal
2025-10-08,14277,14277,9357,315,652,26293.83,23589.31,0.0266,83.47,0,0.06,0.1224,2,10,4,False,True,failed_deployment
2025-10-09,15636,15636,9948,385,609,28851.35,26618.0,0.0283,74.94,0,0.0509,0.1231,3,10,4,False,True,failed_deployment
2025-10-10,15886,15886,9270,287,482,23046.93,22658.2,0.022,80.3,0,0.0539,0.1187,4,10,4,False,True,failed_deployment
2025-10-11,17889,17889,10846,461,779,36680.15,35622.92,0.0288,79.57,0,0.0502,0.1222,5,10,4,True,True,failed_deployment
2025-10-12,16084,16084,10016,640,1277,53139.41,52158.98,0.0398,83.03,0,0.0326,0.018,6,10,4,True,False,normal
2025-10-13,12725,12725,7893,531,845,47464.88,46441.67,0.0436,89.39,0,0.0282,0.0208,0,10,4,False,False,normal
2025-10-14,13402,13402,8418,521,938,50142.97,49971.75,0.0383,96.24,0,0.0287,0.0157,1,10,4,False,False,normal
2025-10-15,14842,14842,8839,664,1182,58826.65,56808.68,0.0446,88.59,0,0.0302,0.023,2,10,4,False,False,normal
2025-10-16,16231,16231,10208,718,1285,63984.54,61326.67,0.0461,89.11,0,0.0357,0.0159,3,10,4,False,False,normal
2025-10-17,16204,16204,10233,609,1156,54625.38,52355.78,0.0407,89.7,0,0.0393,0.016,4,10,4,False,False,normal
2025-10-18,18403,18403,11847,646,1225,50365.15,48032.53,0.0396,77.96,0,0.0279,0.0226,5,10,4,True,False,normal
2025-10-19,16623,16623,9986,642,1089,56837.05,54806.33,0.0365,88.53,0,0.0328,0.0186,6,10,4,True,False,normal
2025-10-20,13051,13051,7931,546,968,43902.67,41544.58,0.0422,80.41,0,0.0295,0.0163,0,10,4,False,False,normal
2025-10-21,13499,13499,7452,552,843,45681.1,45104.31,0.0413,82.76,0,0.0339,0.0175,1,10,4,False,False,normal
2025-10-22,14994,14994,8910,573,1010,56091.36,54403.3,0.0383,97.89,0,0.0393,0.0221,2,10,4,False,False,normal
2025-10-23,16411,16411,10086,709,1173,59986.41,59352.19,0.0444,84.61,0,0.0332,0.0224,3,10,4,False,False,normal
2025-10-24,16653,16653,9862,677,1170,55465.96,51987.38,0.0417,81.93,0,0.0348,0.0155,4,10,4,False,False,normal
2025-10-25,18399,18399,11482,713,1104,65837.85,64956.9,0.0398,92.34,0,0.0408,0.0179,5,10,4,True,False,normal
2025-10-26,16548,16548,10160,661,1189,53400.72,49940.03,0.0413,80.79,0,0.0368,0.0183,6,10,4,True,False,normal
2025-10-27,13126,13126,7341,593,917,49538.74,46817.11,0.0462,83.54,0,0.032,0.015,0,10,4,False,False,normal
2025-10-28,13469,13469,8473,595,1052,55257.52,52698.6,0.0448,92.87,0,0.0356,0.0178,1,10,4,False,False,normal
2025-10-29,14803,14803,8883,631,1011,54414.42,53932.38,0.0426,86.24,0,0.0317,0.018,2,10,4,False,False,normal
2025-10-30,16411,16411,10450,739,1218,57206.89,55322.72,0.0449,77.41,0,0.0367,0.0214,3,10,4,False,False,normal
2025-10-31,16956,16956,10036,637,1203,56687.87,54355.3,0.0395,88.99,0,0.0371,0.0216,4,10,4,False,False,normal
2025-11-01,21669,21669,13360,928,1689,83352.44,80137.93,0.0431,89.82,0,0.0295,0.017,5,11,4,True,False,normal
2025-11-02,19446,19446,12029,794,1499,79772.53,75617.47,0.0434,100.47,0,0.0357,0.0174,6,11,4,True,False,normal
2025-11-03,15626,15626,9853,636,1232,56391.56,55520.37,0.0416,88.67,0,0.0345,0.02,0,11,4,False,False,normal
2025-11-04,15975,15975,9976,690,1144,67469.4,65719.68,0.0443,97.78,0,0.0372,0.0162,1,11,4,False,False,normal
2025-11-05,17780,17780,11050,677,1307,68895.81,67540.18,0.0407,101.77,0,0.0383,0.0198,2,11,4,False,False,normal
2025-11-06,19267,19267,11164,843,1327,73610.6,71270.63,0.0445,87.32,0,0.0369,0.0177,3,11,4,False,False,normal
2025-11-07,19673,19673,11365,835,1536,75932.67,70857.12,0.0447,90.94,0,0.0338,0.0151,4,11,4,False,False,normal
2025-11-08,22252,22252,13270,765,1293,72015.14,68043.4,0.0342,94.14,0,0.0387,0.0151,5,11,4,True,False,normal
2025-11-09,19959,19959,12172,890,1458,77683.29,75677.29,0.0466,87.28,0,0.0315,0.0223,6,11,4,True,False,normal
2025-11-10,15746,15746,9612,550,1003,51417.64,49538.39,0.0339,93.49,0,0.0297,0.0175,0,11,4,False,False,normal
2025-11-11,16018,16018,10265,663,1235,60175.83,58307.89,0.0412,90.76,0,0.0222,0.0229,1,11,4,False,False,normal
2025-11-12,17652,17652,10991,808,1503,73246.92,69655.76,0.0461,90.65,0,0.0347,0.0165,2,11,4,False,False,normal
2025-11-13,19405,19405,11712,768,1364,70862.72,69515.6,0.042,92.27,0,0.0317,0.0189,3,11,4,False,False,normal
2025-11-14,20058,20058,12295,771,1361,71234.2,69061.05,0.0386,92.39,0,0.0366,0.0252,4,11,4,False,False,normal
2025-11-15,22146,22146,13745,861,1561,79988.06,78295.31,0.0397,92.9,0,0.0271,0.0148,5,11,4,True,False,normal
2025-11-16,20140,20140,12535,890,1590,78948.75,75787.99,0.0461,88.71,0,0.0324,0.0123,6,11,4,True,False,normal
2025-11-17,15915,15915,10584,551,1000,49009.55,47369.5,0.0372,88.95,0,0.0369,0.0219,0,11,4,False,False,normal
2025-11-18,16256,16256,9850,704,1249,64308.83,61052.05,0.0464,91.35,0,0.0309,0.0155,1,11,4,False,False,normal
2025-11-19,17992,17992,11067,741,1372,67989.59,65375.32,0.0428,91.75,0,0.0366,0.0179,2,11,4,False,False,normal
2025-11-20,19639,19639,12288,756,1175,67727.26,63106.18,0.0394,89.59,0,0.0328,0.0162,3,11,4,False,False,normal
2025-11-21,19860,19860,12237,803,1393,75306.68,71191.12,0.0413,93.78,0,0.0349,0.0188,4,11,4,False,False,normal
2025-11-22,22214,22214,13484,849,1345,69633.97,66724.81,0.0399,82.02,0,0.0374,0.0151,5,11,4,True,False,normal
2025-11-23,20122,20122,11628,848,1512,74609.11,73969.8,0.0456,87.98,0,0.0388,0.0175,6,11,4,True,False,normal
2025-11-24,15845,15845,9635,715,1392,64679.18,60680.78,0.0452,90.46,0,0.0354,0.0193,0,11,4,False,False,normal
2025-11-25,16167,16167,9593,607,1028,52985.86,50122.48,0.0378,87.29,0,0.0317,0.015,1,11,4,False,False,normal
2025-11-26,17787,17787,10463,703,1241,70975.29,68827.13,0.0418,100.96,0,0.0332,0.0159,2,11,4,False,False,normal
2025-11-27,19644,19644,11953,806,1484,74235.61,73129.18,0.0404,92.1,0,0.0375,0.017,3,11,4,False,False,normal
2025-11-28,20169,20169,12015,884,1328,82187.45,79838.69,0.0469,92.97,0,0.0309,0.0137,4,11,4,False,False,normal
2025-11-29,22674,22674,14330,858,1448,76655.63,74694.32,0.0389,89.34,0,0.0343,0.0167,5,11,4,True,False,normal
2025-11-30,20285,20285,12801,923,1656,84835.9,81676.87,0.0478,91.91,0,0.0335,0.0184,6,11,4,True,False,normal
2025-12-01,16468,16468,9823,684,959,58356.22,55852.79,0.0429,85.32,0,0.0346,0.0168,0,12,4,False,False,normal
2025-12-02,17095,17095,10417,708,1156,64474.73,62556.48,0.0395,91.07,0,0.031,0.0172,1,12,4,False,False,normal
2025-12-03,18028,18028,10117,547,1030,47505.01,34369.61,0.0329,86.85,150,0.0357,0.0179,2,12,4,False,True,inventory_shortage
2025-12-04,19735,19735,12053,611,1143,55279.79,40277.17,0.0325,90.47,188,0.0452,0.016,3,12,4,False,True,inventory_shortage
2025-12-05,20363,20363,12730,589,1057,45895.15,32474.26,0.0311,77.92,153,0.047,0.0201,4,12,4,False,True,inventory_shortage
2025-12-06,22495,22495,14093,791,1468,67864.62,53264.92,0.0352,85.8,180,0.0359,0.0223,5,12,4,True,True,inventory_shortage
2025-12-07,20026,20026,11961,643,1142,64333.18,50286.65,0.0312,100.05,117,0.0446,0.0166,6,12,4,True,True,inventory_shortage
2025-12-08,16164,16164,10436,470,854,45386.58,29308.42,0.0284,96.57,178,0.0474,0.0195,0,12,4,False,True,inventory_shortage
2025-12-09,16222,16222,9536,518,887,51413.94,34575.77,0.0338,99.25,173,0.0455,0.0173,1,12,4,False,True,inventory_shortage
2025-12-10,18482,18482,10744,454,801,45233.14,28434.33,0.0295,99.63,190,0.0414,0.0191,2,12,4,False,True,inventory_shortage
2025-12-11,19843,19843,12800,650,1088,62205.93,50426.56,0.0326,95.7,100,0.0393,0.0227,3,12,4,False,True,inventory_shortage
2025-12-12,20223,20223,13215,649,1234,58091.49,44465.97,0.0322,89.51,135,0.0434,0.0195,4,12,4,False,True,inventory_shortage
2025-12-13,22607,22607,14158,666,1287,57472.55,45187.66,0.0323,86.3,104,0.0441,0.0127,5,12,4,True,True,inventory_shortage
2025-12-14,20533,20533,12899,803,1538,78940.6,61170.31,0.0409,98.31,138,0.0435,0.0194,6,12,4,True,True,inventory_shortage
2025-12-15,16240,16240,9016,518,881,47839.95,33789.39,0.0351,92.36,176,0.0424,0.0217,0,12,4,False,True,inventory_shortage
2025-12-16,16746,16746,9510,591,967,62478.82,44194.32,0.0356,105.72,163,0.0388,0.0173,1,12,4,False,True,inventory_shortage
2025-12-17,18918,18918,11740,736,1401,66234.08,63898.79,0.0377,89.99,0,0.0367,0.021,2,12,4,False,False,normal
2025-12-18,20807,20807,12638,893,1621,91845.88,88810.4,0.041,102.85,0,0.0369,0.0159,3,12,4,False,False,normal
2025-12-19,21434,21434,12632,951,1702,86671.9,83873.35,0.0436,91.14,0,0.0358,0.0135,4,12,4,False,False,normal
2025-12-20,23828,23828,14733,947,1585,94082.81,89889.73,0.0399,99.35,0,0.0354,0.0184,5,12,4,True,False,normal
2025-12-21,21230,21230,13083,1046,1884,105993.07,101246.41,0.0457,101.33,0,0.0417,0.0127,6,12,4,True,False,normal
2025-12-22,16808,16808,10685,651,1054,56229.33,54912.07,0.0394,86.37,0,0.0325,0.0173,0,12,4,False,False,normal
2025-12-23,17426,17426,11002,688,1256,61460.77,58793.74,0.0421,89.33,0,0.0401,0.0219,1,12,4,False,False,normal
2025-12-24,19251,19251,12477,739,1416,63789.46,61471.18,0.0412,86.32,0,0.0321,0.0123,2,12,4,False,False,normal
2025-12-25,21176,21176,13118,943,1835,80376.89,79015.46,0.0435,85.24,0,0.0394,0.0142,3,12,4,False,False,normal
2025-12-26,21240,21240,13186,878,1611,83997.27,79739.52,0.0411,95.67,0,0.0399,0.0149,4,12,4,False,False,normal
2025-12-27,23932,23932,15378,955,1513,86827.21,84916.43,0.0422,90.92,0,0.0338,0.0178,5,12,4,True,False,normal
2025-12-28,21313,21313,12828,887,1573,81859.47,77353.58,0.0423,92.29,0,0.0416,0.0169,6,12,4,True,False,normal
2025-12-29,17171,17171,11908,701,1407,66636.58,64801.32,0.0408,95.06,0,0.0369,0.0222,0,12,4,False,False,normal
2025-12-30,17502,17502,11009,770,1267,62973.97,61663.6,0.0445,81.78,0,0.0315,0.0209,1,12,4,False,False,normal
2025-12-31,18969,18969,11924,803,1400,79559.0,76408.66,0.0437,99.08,0,0.0335,0.0195,2,12,4,False,False,normal
2026-01-01,18874,18874,11910,751,1442,64646.07,60933.94,0.0427,86.08,0,0.0395,0.0184,3,1,1,False,False,normal
2026-01-02,19533,19533,12958,770,1405,70014.72,65433.78,0.0417,90.93,0,0.0387,0.0192,4,1,1,False,False,normal
2026-01-03,21598,21598,13795,972,1990,88854.33,85536.12,0.0454,91.41,0,0.0308,0.0154,5,1,1,True,False,normal
2026-01-04,19627,19627,11334,791,1315,75571.65,73468.65,0.0423,95.54,0,0.0344,0.0206,6,1,1,True,False,normal
2026-01-05,15403,15403,10012,702,1145,61371.15,58149.45,0.0421,87.42,0,0.0358,0.0147,0,1,1,False,False,normal
2026-01-06,15745,15745,9777,666,1263,50829.12,49245.4,0.0433,76.32,0,0.033,0.0205,1,1,1,False,False,normal
2026-01-07,17522,17522,10809,814,1308,71887.76,67291.09,0.0481,88.31,0,0.0444,0.0216,2,1,1,False,False,normal
2026-01-08,19055,19055,11232,716,1236,63798.38,61283.62,0.039,89.1,0,0.0359,0.0186,3,1,1,False,False,normal
2026-01-09,19518,19518,12226,888,1547,73092.67,69462.81,0.0453,82.31,0,0.0348,0.0175,4,1,1,False,False,normal
2026-01-10,21473,21473,12977,830,1556,73713.29,70708.12,0.0373,88.81,0,0.0398,0.0192,5,1,1,True,False,normal
2026-01-11,19533,19533,12195,841,1534,72338.11,69435.93,0.0437,86.01,0,0.0335,0.0094,6,1,1,True,False,normal
2026-01-12,15338,15338,9354,729,1316,58768.23,55343.67,0.0477,80.61,0,0.039,0.0189,0,1,1,False,False,normal
2026-01-13,16043,16043,10643,719,1224,65927.39,63433.8,0.0445,91.69,0,0.0283,0.0177,1,1,1,False,False,normal
2026-01-14,17431,17431,11643,760,1441,64523.63,61494.94,0.0435,84.9,0,0.0332,0.0178,2,1,1,False,False,normal
2026-01-15,19313,19313,12180,830,1853,71184.88,67146.47,0.0413,85.76,0,0.0392,0.0201,3,1,1,False,False,normal
2026-01-16,19593,19593,12090,824,1510,70415.59,68537.39,0.0431,85.46,0,0.0413,0.0178,4,1,1,False,False,normal
2026-01-17,21958,21958,13495,914,1610,86642.75,83536.09,0.0422,94.8,0,0.0319,0.0146,5,1,1,True,False,normal
2026-01-18,19830,19830,12584,850,1355,74608.72,70170.85,0.0406,87.77,0,0.0314,0.0176,6,1,1,True,False,normal
2026-01-19,15387,15387,9452,634,1061,56067.82,53386.07,0.0421,88.44,0,0.0373,0.0182,0,1,1,False,False,normal
2026-01-20,16155,16155,9762,702,1210,60074.7,58990.78,0.0436,85.58,0,0.0325,0.0183,1,1,1,False,False,normal
2026-01-21,17466,17466,11189,663,1118,60031.84,57271.93,0.0407,90.55,0,0.0339,0.0185,2,1,1,False,False,normal
2026-01-22,19446,19446,11831,761,1330,72615.57,71242.32,0.0406,95.42,0,0.0385,0.0211,3,1,1,False,False,normal
2026-01-23,19864,19864,12139,736,1445,67390.54,64364.71,0.0389,91.56,0,0.0328,0.0147,4,1,1,False,False,normal
2026-01-24,21952,21952,12752,970,1843,89024.44,87086.7,0.0442,91.78,0,0.0271,0.0185,5,1,1,True,False,normal
2026-01-25,19882,19882,12671,886,1534,80922.16,79495.84,0.0446,91.33,0,0.0298,0.0219,6,1,1,True,False,normal
2026-01-26,15643,15643,10471,650,1043,52265.63,50861.94,0.0437,80.41,0,0.035,0.0128,0,1,1,False,False,normal
2026-01-27,16065,16065,10441,587,1121,45951.15,42350.29,0.0375,78.28,0,0.0373,0.078,1,1,1,False,True,failed_deployment
2026-01-28,17347,17347,11390,556,970,45576.75,42119.47,0.0349,81.97,0,0.0436,0.0757,2,1,1,False,True,failed_deployment
2026-01-29,19430,19430,11638,882,1361,74094.83,73025.67,0.0442,84.01,0,0.0294,0.0169,3,1,1,False,False,normal
2026-01-30,19747,19747,12284,876,1608,71959.06,68204.08,0.0439,82.15,0,0.0416,0.0153,4,1,1,False,False,normal
2026-01-31,22073,22073,13187,967,1811,75138.83,72785.12,0.0427,77.7,0,0.0437,0.0175,5,1,1,True,False,normal
2026-02-01,20655,20655,12758,808,1179,65120.02,62707.69,0.0414,80.59,0,0.0308,0.0235,6,2,1,True,False,normal
2026-02-02,16509,16509,10524,818,1351,70829.89,68412.47,0.0496,86.59,0,0.036,0.0142,0,2,1,False,False,normal
2026-02-03,16771,16771,10425,655,1138,57389.89,54284.91,0.0416,87.62,0,0.0312,0.0145,1,2,1,False,False,normal
2026-02-04,18482,18482,10620,769,1414,64317.78,61568.38,0.041,83.64,0,0.0338,0.0141,2,2,1,False,False,normal
2026-02-05,20373,20373,11776,847,1430,74903.67,70910.16,0.0443,88.43,0,0.0422,0.0232,3,2,1,False,False,normal
2026-02-06,20488,20488,12044,912,1505,78079.89,75707.17,0.0438,85.61,0,0.0331,0.0166,4,2,1,False,False,normal
2026-02-07,23178,23178,14684,855,1571,80368.42,77736.02,0.0388,94.0,0,0.0339,0.0179,5,2,1,True,False,normal
2026-02-08,20796,20796,14118,950,1609,82755.51,80610.58,0.0464,87.11,0,0.0312,0.0168,6,2,1,True,False,normal
2026-02-09,16434,16434,10827,584,1060,53628.61,49903.35,0.0375,91.83,0,0.0526,0.0152,0,2,1,False,True,shipping_disruption
2026-02-10,16537,16537,9522,539,871,48034.43,45078.65,0.0345,89.12,0,0.0349,0.0173,1,2,1,False,True,shipping_disruption
2026-02-11,18450,18450,12362,765,1215,61420.79,58251.93,0.0414,80.29,0,0.0462,0.0254,2,2,1,False,True,shipping_disruption
2026-02-12,20066,20066,12794,839,1544,73413.66,68323.91,0.0397,87.5,0,0.0478,0.0222,3,2,1,False,True,shipping_disruption
2026-02-13,20783,20783,12076,666,1186,54081.91,52210.56,0.034,81.2,0,0.0454,0.0154,4,2,1,False,True,shipping_disruption
2026-02-14,22899,22899,14117,939,1747,82073.61,77069.6,0.0431,87.41,0,0.0515,0.0199,5,2,1,True,True,shipping_disruption
2026-02-15,20640,20640,13256,824,1389,69135.07,64608.13,0.0398,83.9,0,0.0528,0.0155,6,2,1,True,True,shipping_disruption
2026-02-16,16468,16468,10426,616,1019,55502.09,53135.98,0.0378,90.1,0,0.0424,0.0127,0,2,1,False,True,shipping_disruption
2026-02-17,16806,16806,9938,724,1385,58366.75,54525.81,0.0426,80.62,0,0.0564,0.0211,1,2,1,False,True,shipping_disruption
2026-02-18,18612,18612,11853,689,1080,60687.71,56048.02,0.0383,88.08,0,0.0423,0.0215,2,2,1,False,True,shipping_disruption
2026-02-19,20538,20538,11660,723,1374,65900.21,60849.24,0.0377,91.15,0,0.0532,0.0211,3,2,1,False,True,shipping_disruption
2026-02-20,21410,21410,13216,859,1639,79879.94,78041.09,0.041,92.99,0,0.0356,0.0166,4,2,1,False,False,normal
2026-02-21,23711,23711,15629,1097,2033,91925.39,88972.91,0.0447,83.8,0,0.033,0.0175,5,2,1,True,False,normal
2026-02-22,21075,21075,13076,908,1514,79992.65,75726.4,0.0444,88.1,0,0.0334,0.0202,6,2,1,True,False,normal
2026-02-23,16600,16600,10100,686,1133,61062.79,59268.28,0.043,89.01,0,0.0349,0.0192,0,2,1,False,False,normal
2026-02-24,17171,17171,10957,691,1192,66687.85,63766.89,0.0406,96.51,0,0.0358,0.0168,1,2,1,False,False,normal
2026-02-25,19072,19072,12356,863,1376,68912.87,65923.78,0.0434,79.85,0,0.0313,0.0131,2,2,1,False,False,normal
2026-02-26,20977,20977,13660,911,1489,75602.92,71939.94,0.0428,82.99,0,0.0341,0.0183,3,2,1,False,False,normal
2026-02-27,21259,21259,13617,778,1422,80464.3,78846.02,0.039,103.42,0,0.0319,0.0212,4,2,1,False,False,normal
